RHBDL2 EFNB2
OS9 VCP
OS9 HSPA5
OS9 SREBF2
OS9 BSG
OS9 EGLN3
OS9 SERPINA1
OS9 OS9
OS9 ERLEC1
OS9 GGH
OS9 EDEM3
OS9 TRPV4
CTBP1 HDAC1
CTBP1 CTNNB1
CTBP1 KDM1A
CTBP1 CTBP2
CTBP1 NRIP1
CTBP1 CBX4
CTBP1 PNN
CTBP1 FANCC
CTBP1 FOXP2
CTBP1 MECOM
CTBP1 ZNF217
CTBP1 CTBP1
CTBP1 EHMT1
CTBP1 HSD11B2
CTBP1 RREB1
CTBP1 LCORL
CTBP1 NOL4L
CTBP1 FBXO32
CTBP1 HMG20B
CTBP1 PAK1
CTBP1 CTNNA1
CTBP1 HOXB5
CTBP1 KLF4
ABLIM1 KRT15
ABLIM1 FHL2
ABLIM1 ACTG1
ABLIM1 GOLGA2
ABLIM1 SFN
ABLIM1 YWHAH
ABLIM1 TRAF2
ABLIM1 HOOK2
ABLIM1 SREBF2
TMEM208 EBP
TMEM208 CREB3L1
TMEM208 RNF19B
TMEM208 SLC7A8
ZNF44 HGS
GOT1 PCK2
GOT1 IDH1
GOT1 OAT
GOT1 DDC
GOT1 GOT2
GOT1 MPST
GOT1 UEVLD
GOT1 ASRGL1
PDIA4 PDIA3
PDIA4 HSP90B1
PDIA4 LDLR
PDIA4 HSPA5
PDIA4 MTTP
PDIA4 P4HB
PDIA4 PRKAB1
PDIA4 GADD45G
PDIA4 HYOU1
ATF5 UBC
ATF5 GABBR2
ATF5 CEBPG
PDIK1L HSP90AA1
UBA6 UBC
UBA6 SMAD9
UBA6 HDLBP
TOX3 FHL2
TOX3 IST1
TOX3 NUP62CL
TOX3 SEZ6L2
TRIM15 AKT1
TRIM15 CDK6
TRIM15 CTTN
TRIM15 PXN
TRIM15 VASP
TRIM15 EHMT1
TRIM15 FBLIM1
TRIM15 TRIM15
TRIM15 CORO1B
STT3A RPN2
STT3A ITM2C
FABP1 PPARG
FABP1 PPARA
PACSIN2 WASL
PACSIN2 DNM2
PACSIN2 PACSIN2
PACSIN2 COBL
PACSIN2 TRPV4
PACSIN2 SBK1
TM4SF4 CREB3
TM4SF4 GJB1
TM4SF4 KCNK5
SLC22A23 PTTG1IP
SLC22A23 OLFM4
SLC22A23 WFDC2
SLC22A23 CLCA4
KDM4A NCOR1
KDM4A CORO2A
TDRD7 AURKA
TDRD7 TDRD7
UGT2B7 HNF1A
UGT2B7 HSD17B2
UGT2B7 CYP51A1
UGT2B7 UGT2B17
SRGAP1 YWHAZ
SRGAP1 BMPR1B
JUP ZFYVE9
JUP AXIN1
JUP CTNNB1
JUP ERBB2
JUP KRAS
JUP FHL2
JUP CTNNA1
JUP MUC1
JUP CDH1
JUP PKP2
JUP DSG2
JUP DSP
JUP PTPRK
JUP LGALS9
JUP CDK5RAP3
JUP GJB1
JUP PTPRF
JUP DSC2
JUP DSG3
JUP PKP3
ERLIN2 UBC
ERLIN2 SYVN1
ERLIN2 HSPA5
ERLIN2 TMEM41B
TMEM231 B9D1
TMEM231 B9D2
COPG1 COPB1
COPG1 TSC22D1
COPG1 MAGED1
COPG1 GBF1
COPG1 COPA
COPG1 COPB2
COPG1 GSTK1
COPG1 COPG1
COPG1 ARCN1
PNLIPRP2 LIPG
PNLIPRP2 MGLL
PACRGL GOLGA2
PACRGL BEX5
MVP YWHAZ
MVP PARP4
MVP TEP1
MVP MVP
MVP DTX2
LMNB2 LMNA
LMNB2 PRKCD
LMNB2 GOLGA2
LMNB2 CA8
LMNB2 CDC37
LMNB2 SOX4
LMNB2 LMNB2
LMNB2 PIBF1
LMNB2 CCDC120
LMNB2 OVOL1
RABL6 MDFI
ISL1 ISL1
SOX9 TRAF2
SOX9 MAPK13
FAM83H CSNK1A1
FAM83H CSNK1E
SPINK1 ASPH
SPINK1 TMPRSS15
ARHGAP8 CTTN
CCAR1 TP53
CCAR1 UBC
CCAR1 GOLGA2
CCAR1 SFN
CCAR1 CASP10
TUBA1C TP53
TUBA1C PRKCA
TUBA1C TJP1
TUBA1C BSG
TUBA1C TUBB4B
COL17A1 CLSTN1
COL17A1 ACTN4
COL17A1 KRT18
COL17A1 DST
COL17A1 ITGB4
COL17A1 PLEC
COL17A1 DSP
COL17A1 PPL
COL17A1 LAD1
COL17A1 COL17A1
COL17A1 WHRN
TBC1D30 GOLGA2
TBC1D30 HOOK2
TBC1D30 CEP70
TBC1D30 STX3
GNL2 JUN
TIMM17A TIMM44
ITPRID2 YWHAZ
PGAP3 CREB3
PRKCD LMNA
PRKCD INSR
PRKCD PDPK1
PRKCD MUC1
PRKCD RIPK4
PRKCD PRKCD
PRKCD GRIN1
PRKCD YWHAZ
PRKCD CFTR
PRKCD PRKCZ
PRKCD MAPK3
PRKCD KLF5
PRKCD MARCKS
PRKCD GRIN2B
PRKCD CYTH2
PRKCD KRT18
PRKCD GJB1
PRKCD ITPKA
PRKCD MARCKSL1
PRKCD PAK1
PRKCD SDC4
PRKCD HMGN1
PRKCD F3
PRKCD ESRRA
PRKCD PAM
PRKCD HES1
PRKCD PPARA
PRKCD CDCP1
PRKCD ADAM9
PRKCD KRT8
PRKCD ANXA2
PRKCD XK
PRKCD TFRC
PRKCD ITGB4
PRKCD AFAP1
ALDH1A1 ALDOB
ALDH1A1 ALDH1A1
ALDH1A1 AACS
ALDH1A1 ACSS2
ALDH1A1 ADH4
ALDH1A1 MAOA
ALDH1A1 AOC1
ALDH1A1 CNDP1
ALDH1A1 UEVLD
ALDH1A1 LDHD
ALDH1A1 ADH1C
SREBF1 LMNA
SREBF1 PPARG
SREBF1 MED15
SREBF1 MED13
SREBF1 MED24
SREBF1 MAPK3
SREBF1 ID3
SREBF1 NR0B2
SREBF1 HK2
SREBF1 ACLY
SREBF1 SREBF1
PHLPP1 AKT1
PHLPP1 SLC9A3R1
PHLPP1 CSNK1A1
PHLPP1 MARK2
PHLPP1 SLC9A3R2
CEP170B JUN
CEP170B PRKAA2
XK PRKCA
XK PRKCI
XK PRKCZ
GNA11 SLC9A3R1
GNA11 CFTR
GNA11 ITPR3
GNA11 ADGRG1
EXD3 MDFI
EXD3 EXD3
CEP70 KDM1A
CEP70 HDAC6
CEP70 HSPD1
CEP70 ZFC3H1
CEP70 ZBTB48
CEP70 SH2D4A
CEP70 TRIM29
CEP70 GSE1
CEP70 CDC37
CEP70 ZNF417
CEP70 METTL17
CEP70 PIMREG
CEP70 CDCA7L
CEP70 CEP70
CEP70 ZNF587
CEP70 FAM118B
CEP70 DEPP1
CEP70 FBXL18
CEP70 DNAJB11
CEP70 NRIP1
CEP70 PPIC
CEP70 OVOL2
CEP70 SYTL4
CEP70 LENG8
CEP70 TCAF1
CEP70 LNX1
CEP70 NEBL
CEP70 NOXA1
CEP70 HOXB5
CEP70 INPP5J
CEP70 ZNF165
CEP70 CBX8
CEP70 GLYCTK
CEP70 HIC2
GUCY2C PDE4D
GUCY2C PDE3A
GUCY2C PDE9A
GUCY2C PDZD3
GUCY2C GUCA2A
GUCY2C PDE8A
LIMA1 YWHAZ
LIMA1 CTNNA1
LIMA1 CDH1
LIMA1 YWHAH
LIMA1 CFTR
LIMA1 SVIL
LIMA1 TES
LIMA1 DENND1A
LENG8 PTK2
LENG8 MIA3
LENG8 DNM2
LENG8 MAGED1
LENG8 INTS4
LENG8 TRAF4
LENG8 GSE1
LENG8 MDFI
LENG8 PER2
LENG8 COG2
LENG8 PRDM16
ZNF326 LRRC59
ZNF326 ILF3
ZNF326 MCF2L
ZNF326 ATP5F1C
ZNF326 UPF1
ZNF326 COPA
ZNF326 RC3H1
ZNF326 DHX15
ZNF326 POLR1C
ZNF326 ATAD3B
ZNF326 GTF3C1
MT-ND3 CYC1
MT-ND3 UQCRC1
MT-ND3 UQCRQ
MT-ND3 UQCR10
MT-ND3 MT-CYB
SLC26A3 SLC9A3R1
SLC26A3 SLC9A3R2
TMEM41B COPB1
RAB25 MYO5B
RAB25 RAB11FIP1
RAB25 BMPR1B
RAB25 D2HGDH
RAB25 RAB25
ACADVL CDH1
ACADVL EEF2K
ACADVL ACADVL
ACBD3 GOLGB1
ACBD3 GOLGA3
DVL1 AXIN1
DVL1 CTNNB1
DVL1 SMAD1
DVL1 WWOX
DVL1 DAAM1
DVL1 DVL1
DVL1 CSNK1E
DVL1 VANGL2
DVL1 CXXC4
GADD45A TP53
GADD45A PPARA
GADD45A AURKA
GADD45A GADD45A
GADD45A NUCB2
GADD45A ADAP1
GADD45A MICAL1
GADD45A SYNE4
GADD45A MIDN
GADD45A GADD45G
PLCB4 INPPL1
PLCB4 JUN
PLCB4 GRIN1
PLCB4 DGKQ
PLCB4 PLCE1
PLCB4 INPP5J
PLCB4 PLCB3
PLCB4 IMPA1
PLCB4 IMPA2
PLCB4 PLCD1
PLCB4 DGKH
PLCB4 ITPKA
PLCB4 PLCXD2
PLCB4 DGKD
PLCB4 ITPKC
PLCB4 PLCH1
GDA DLG1
GDA DLG3
GDA PNP
SIX1 DACH1
SIX1 MDFI
SIX1 SIX1
AXIN1 TP53
AXIN1 CTNNB1
AXIN1 CSNK1E
AXIN1 AXIN1
AXIN1 LRP5
AXIN1 CSNK1A1
AXIN1 LRP6
AXIN1 EEF1A1P5
AXIN1 UBC
AXIN1 GAK
AXIN1 TSC2
AXIN1 TRIM29
ADAP1 PRKCA
ADAP1 GOLGA2
ADAP1 CSNK1A1
ADAP1 PRKCI
ADAP1 PRKCZ
KRT80 KRT15
KRT80 KRT19
KRT80 KRT20
KRT80 KRT14
SLC26A6 TF
SLC26A6 SNORC
SLC26A6 SLC26A6
ATP13A2 HDAC6
ATP13A2 GAK
FAM114A1 RAB2A
MT-CYB MT-CO2
MT-CYB COX5B
MT-CYB MT-ND2
MT-CYB COX5A
MT-CYB CYC1
MT-CYB NDUFB10
MT-CYB NDUFB7
MT-CYB NDUFA9
MT-CYB NDUFS8
MT-CYB NDUFV1
MT-CYB COX6C
MT-CYB MT-ND1
MT-CYB MT-ND6
MT-CYB NDUFV3
MT-CYB NDUFA7
MT-CYB MT-ND5
MT-CYB COX7A2
MT-CYB MT-ND4
MT-CYB COX8A
MT-CYB MT-CO1
MT-CYB MT-CO3
MT-CYB COX6B2
MT-CYB MT-ND4L
MT-CYB NDUFA1
MT-CYB COX7B
MT-CYB COX6A1
GSTM3 GSTM3
GSTM3 GSTM4
GSTM3 SERPINB5
MEAK7 KRAS
MEAK7 MDFI
NEU4 AP2B1
NEU4 MDFI
NEU4 CMAS
NEU4 ENGASE
WASL PTK2
WASL CTTN
WASL ACTG1
WASL BAIAP2
WASL FNBP1L
WASL DNMBP
WASL ITGA2
WASL PTK6
WASL VIPR1
WASL HSP90AA1
WASL CIB1
WASL SH3RF1
WASL SORBS2
WASL ARHGAP12
ITGB4 ERBB2
ITGB4 PTK2
ITGB4 PRKCA
ITGB4 ARRDC3
ITGB4 SREBF2
ITGB4 YES1
ITGB4 MDFI
ITGB4 PLEC
ITGB4 SDC1
ITGB4 DST
ITGB4 CLCA2
ITGB4 CLCA1
ITGB4 CD151
ITGB4 CD9
USO1 COPB1
USO1 GOLGA2
USO1 AKAP9
USO1 GBF1
USO1 RAB1A
USO1 SEC16A
USO1 YKT6
USO1 GSTK1
USO1 GAK
USO1 SCFD1
USO1 USO1
USO1 GOLGB1
USO1 LMAN1
PCBD1 APP
PCBD1 HNF1A
PCBD1 KIF5B
PCBD1 GORASP2
PCBD1 PICK1
PCBD1 SUPT5H
PCBD1 EHMT1
PCBD1 LNX1
PCBD1 TUBB4B
PCBD1 PCBD1
PCBD1 HNF1B
PCBD1 ACIN1
PCBD1 POLR3A
PCBD1 FAM135A
PCBD1 MAP7
PCBD1 MMUT
PCBD1 PGAM5
PCBD1 SOWAHC
PCBD1 HES4
PCBD1 CHMP2A
PCBD1 PCBD2
MACO1 PTPRU
MACO1 SMAD9
ETFA PRKAB1
ETFA ATP5F1A
ETFA ELF3
ETFA DDA1
ETFA UBA5
SLC39A9 VMP1
SLC39A9 CREB3L1
SLC39A9 SLC7A1
SLC39A9 CRB3
SLC39A9 MANBAL
SLC39A9 SERINC2
COPA COPB1
COPA ARFGAP1
COPA ILF3
COPA MCF2L
COPA ATP5F1C
COPA UPF1
COPA COPB2
COPA COPA
COPA ARCN1
COPA POLR1C
COPA ATAD3B
COPA GTF3C1
COPA DHX15
COPA DHCR7
COPA DDA1
COPA TMED2
GMPPB TSC22D1
GMPPB GLYCTK
GMPPB POLR1C
GMPPB GMPPA
GMPPB PMM2
GMPPB GMPPB
GTF3C1 EZH2
GTF3C1 FGFR3
GTF3C1 BRF1
GTF3C1 GTF3C2
GTF3C1 ILF3
GTF3C1 MCF2L
GTF3C1 SUPT5H
GTF3C1 UPF1
GTF3C1 POLR1C
GTF3C1 ATAD3B
GTF3C1 CSNK1E
RALGAPA2 RALGAPB
CACNA1D STX1A
TVP23B YIPF2
TVP23B YIPF6
ZNF462 EHMT1
ZNF462 D2HGDH
UQCRQ ATP5F1C
UQCRQ MT-CO2
UQCRQ COX5B
UQCRQ MT-ND2
UQCRQ COX5A
UQCRQ CYC1
UQCRQ NDUFB10
UQCRQ NDUFB7
UQCRQ UQCRC1
UQCRQ NDUFS8
UQCRQ NDUFA1
UQCRQ MT-ND6
UQCRQ MT-ND4L
UQCRQ COX7A2
UQCRQ MT-ND4
UQCRQ NDUFV3
UQCRQ COX6A1
UQCRQ NDUFV1
UQCRQ COX8A
UQCRQ NDUFA7
UQCRQ MT-ND1
UQCRQ COX7B
UQCRQ NDUFA9
UQCRQ COX6B2
UQCRQ COX6C
UQCRQ MT-CO3
UQCRQ MT-ND5
UQCRQ MT-CO1
PI4KA KRAS
PI4KA ACTN4
PI4KA SVIL
PI4KA LAMA3
NIPSNAP1 HSPD1
NIPSNAP1 CDH1
NIPSNAP1 PRKCI
MRAP2 MRAP2
CLTC MYB
CLTC TP53
CLTC PTK2
CLTC HGS
CLTC VCP
CLTC GRIN1
CLTC AP2B1
CLTC CLINT1
CLTC AP1G1
CLTC TOM1L1
CLTC MYO6
CLTC OCRL
CLTC CLTB
CLTC HIP1R
CLTC PRKAB1
CLTC YWHAZ
CLTC TRAF2
CLTC PXN
CLTC MAPK13
CLTC GAK
CLTC VCL
CLTC SCYL2
CLTC AP3B1
CLTC CLTC
CLTC NDRG1
TARDBP DDX1
TARDBP HDAC6
TARDBP UBC
TARDBP VCP
TARDBP WWOX
TARDBP CSNK1A1
TARDBP ILF3
TARDBP TOB1
TARDBP TARDBP
TARDBP DHX15
TARDBP EXOSC10
TARDBP SRPK1
TARDBP DGCR8
EXOSC10 CIB1
EXOSC10 UPF1
EXOSC10 UPF3B
EXOSC10 MAP3K14
EXOSC10 PTGES2
EXOSC10 EXOSC10
EXOSC10 CHPF
EXOSC10 B9D1
CAPN15 TRAF2
SHH PTCH1
SHH SHH
BCL2L2 TP53
BCL2L2 MUC1
BCL2L2 BIK
BCL2L2 PMAIP1
BCL2L2 BBC3
BCL2L2 BAK1
BCL2L2 MGST2
BCL2L2 GORAB
BCL2L2 ANKS6
BCL2L2 PSCA
BCL2L2 CLDN7
WEE1 AKT1
WEE1 YWHAZ
WEE1 SFN
WEE1 NEK6
WEE1 BRD8
SLC2A13 CYP4F2
MGLL COQ9
MGLL SCD
MGLL CPT1A
MGLL LIPG
MGLL CPT1B
MGLL TMEM35A
MGLL GOLT1A
TMPRSS2 PTTG1IP
TMPRSS2 TMEM11
TMPRSS2 PTCH1
TMPRSS2 SELENOK
TMPRSS2 C3orf52
TMPRSS2 SCD
TMPRSS2 TMEM222
TMPRSS2 SLC35A1
DYNC1H1 TSC22D1
DYNC1H1 YWHAZ
DYNC1H1 MAGED1
DYNC1H1 NDEL1
DYNC1H1 KATNB1
DYNC1H1 DYNC1LI2
DYNC1H1 GCN1
DYNC1H1 TENT5A
DYNC1H1 SF3B4
ZNF774 SH2D4A
ZNF774 GOLGA2
ZNF774 NEK6
ZNF774 TRAF2
ZNF774 PICK1
ZNF774 CCDC130
ZNF774 ZNF165
ZNF774 DTX2
ZNF774 HOXB5
ZNF774 CCHCR1
ZNF774 PIBF1
ZNF774 ZNF587
ZNF774 ZNF417
ZNF774 ZNF526
ZNF774 MYO15B
CTNNA1 CTNNB1
CTNNA1 CDH1
CTNNA1 VCL
CTNNA1 SOS1
CTNNA1 AFDN
CTNNA1 DLG1
CTNNA1 PARD3
CTNNA1 SPTBN1
CTNNA1 TLN2
CTNNA1 VEZT
CTNNA1 DGKD
CTNNA1 CA9
CTNNA1 TJP1
CTNNA1 CTNNA1
PI3 CREB3
ITGA3 PDIA3
ITGA3 CALR
ITGA3 FHL2
ITGA3 BSG
ITGA3 ADAM9
ITGA3 CD9
ITGA3 THBS1
ITGA3 ITGA3
ITGA3 CD151
ASL ASL
ASL ASS1
SEC16A MIA3
SEC16A GOLGA2
SEC16A MYO6
SEC16A CSNK1A1
SEC16A KRT18
SEC16A SEC13
SEC16A RC3H1
SEC16A MAP3K14
DNMT3A HDAC1
DNMT3A EZH2
DNMT3A NRIP1
DNMT3A CBX4
DNMT3A EHMT1
DNMT3A MDFI
CMAS NMNAT1
CMAS NME1
CMAS CMPK1
CMAS ENPP3
SEPSECS DTX2
LGALS9B WWP2
SMARCC1 AKT1
SMARCC1 TP53
SMARCC1 NCOR1
SMARCC1 HDAC1
SMARCC1 NR4A1
SMARCC1 EZH2
SMARCC1 SMARCA4
SMARCC1 KDM1A
SMARCC1 HSP90B1
SMARCC1 GSTO2
SMARCC1 SOX2
SMARCC1 WWOX
SMARCC1 PBRM1
SMARCC1 BCL7A
SMARCC1 CCNC
SMARCC1 SLC15A2
SMARCC1 PPIP5K2
ATP23 AP2B1
ATP23 PPP1R16A
ATP23 CCDC120
ATP23 HR
ATP23 GLYCTK
CCHCR1 KRT15
CCHCR1 MIA2
CCHCR1 GOLGA2
CCHCR1 CCNC
CCHCR1 TRAF2
CCHCR1 KRT19
CCHCR1 KRT18
CCHCR1 KRT13
CCHCR1 TRAF4
CCHCR1 KIAA0753
CCHCR1 CDC37
CCHCR1 COG6
CCHCR1 NDEL1
CCHCR1 SSX2IP
CCHCR1 SAT1
CCHCR1 PKP2
CCHCR1 ANKRD11
CCHCR1 CCHCR1
CCHCR1 PIBF1
CCHCR1 TPM1
CCHCR1 VPS9D1
CCHCR1 CDR2L
CCHCR1 CRACR2A
CCHCR1 EXOC4
CCHCR1 TEX9
CCHCR1 RUSC1
CCHCR1 STARD4
CCHCR1 PLEKHA7
RHOB NEK2
RHOB CSNK1A1
RHOB NEDD4L
RHOB RHPN2
RHOB NGEF
INAVA CYTH2
INAVA SFN
GORASP2 TSC22D1
GORASP2 MAPK3
GORASP2 GOLGA2
GORASP2 CBY1
GORASP2 VPS37B
GORASP2 TRAF2
GORASP2 TRAF4
GORASP2 TGFA
GORASP2 TMED2
GORASP2 ODC1
GORASP2 PDE9A
GORASP2 KCTD9
GORASP2 GOLGB1
GORASP2 SELENBP1
GORASP2 RAB1A
GORASP2 RAB2A
GORASP2 NME1
GORASP2 RAB27B
GORASP2 GSTZ1
GORASP2 ETHE1
GORASP2 XPNPEP1
GORASP2 BTBD3
GORASP2 MIEN1
GORASP2 TRPT1
GORASP2 NMNAT1
NCOA6 SRF
NCOA6 JUN
NCOA6 PPARG
NCOA6 NCOA6
NCOA6 NR1I2
NCOA6 PPARA
NCOA6 PROSER1
NCOA6 N4BP2
NCOA6 CXADR
NCOA6 KMT2D
PITX2 HDAC1
PITX2 CTNNB1
PITX2 WWOX
PITX2 PITX2
PITX2 PDLIM1
PITX2 TINAGL1
CBWD1 SSR4
HRH1 PRKCA
DHDDS MT-ND1
AQP5 MDFI
AQP5 CREB3
AQP5 AQP5
FOXP4 FOXP2
FOXP4 FOXP4
SLC13A2 CREB3L1
ATP2A2 HGS
ATP2A2 CFTR
ATP2A2 PDHA1
ATP2A2 ATP2A2
ARAF HSP90B1
ARAF KRAS
ARAF HSPA5
ARAF YWHAZ
ARAF HSP90AA1
ARAF SFN
ARAF SOCS6
ARAF YWHAH
ARAF TIMM44
ARAF CDC37
ARAF ATP5F1B
ARAF CALU
ARAF ARAF
ARAF NUDT14
ARAF KLK3
ARAF ASS1
ARAF CHD6
VASP NR4A1
VASP PRKCA
VASP ACTG1
VASP WWP2
VASP VCL
VASP ENAH
VASP TES
VASP VASP
VASP DNMBP
VASP SAT1
VASP NXF1
VASP ERMAP
AOC1 DNM2
AOC1 SAT1
AOC1 ALDH7A1
AOC1 ODC1
AOC1 ALDH2
AOC1 ALDH1A3
AOC1 ALDH3A1
AOC1 ADH1C
AOC1 ADH4
AOC1 MAOA
AOC1 DDC
AOC1 COMTD1
AOC1 SULT1A1
ENPP3 FLAD1
ENPP3 NMNAT1
ENPP3 NADSYN1
ENPP3 ENPP3
DOCK1 PTK2
DOCK1 CYTH2
DOCK1 BCAR1
TMEM98 MUC1
TMEM98 GJB1
TMEM98 GOLM1
MFSD4B MFSD6
CAMSAP3 DHX15
CAMSAP3 PLEKHA7
KRT7 KRT13
KRT7 EIF3A
EFNA2 EPHA2
EFNA2 EPHA4
CLDN12 CREB3
APP JUN
APP PDIA3
APP KRAS
APP CLSTN1
APP CALR
APP HGS
APP HSPD1
APP SYVN1
APP CLU
APP LRRC59
APP ZFC3H1
APP TMEM97
APP EBP
APP APP
APP VCP
APP GRIN1
APP DHCR24
APP ACHE
APP YWHAZ
APP CDC37
APP MAPK6
APP CNTN3
APP PRSS3
APP AP1M2
APP PRSS2
APP IDE
APP CTSD
APP SPON1
APP DNAH1
APP EXOC6
APP CASP6
APP HSP90AA1
APP NECAB3
APP MUC1
DCTPP1 USP7
DCTPP1 LNX1
DCTPP1 DCTPP1
NIPA1 CREB3
NIPA1 SELENOM
VCL CTNNB1
VCL DDX1
VCL PTK2
VCL PDIA3
VCL UBC
VCL LRRC59
VCL VCP
VCL PRKCA
VCL YWHAZ
VCL BCAR1
VCL DAG1
VCL ANXA2
VCL ACTG1
VCL CDH1
VCL PXN
VCL SORBS2
VCL ACTN4
VCL CYCS
VCL SCFD1
VCL DIS3L2
VCL STX3
VCL LGALS3BP
VCL TFRC
VCL TUBB4B
VCL ATP5F1B
VCL NDEL1
VCL VCL
VCL NEBL
CLDN8 TJP1
CLDN8 SYNE4
UBC AKT1
UBC TP53
UBC HDAC1
UBC JUN
UBC USP7
UBC SYNE2
UBC WRN
UBC HERC2
UBC ERBB2
UBC HDAC6
UBC COPB1
UBC HGS
UBC CD2AP
UBC TAX1BP1
UBC MYO6
UBC TRAF2
UBC RIPK1
UBC XIAP
UBC STAM2
UBC WWP2
UBC UBA1
UBC RIOK3
UBC TCAF1
UBC HSPD1
UBC VCP
UBC BRCC3
UBC YOD1
UBC OTUD7B
UBC UBE3C
UBC DNAJB2
UBC NEDD4L
UBC JOSD1
UBC ACLY
UBC RABEP2
UBC HSPA5
UBC BRF1
UBC UBC
UBC ZC3H12A
UBC IDE
UBC PSMD1
UBC ZNRF1
UBC USP40
UBC SFN
UBC YWHAZ
UBC MCM7
UBC CFTR
UBC BCL10
UBC ETV6
UBC KLF5
UBC DLG1
UBC DAPK3
UBC MED9
UBC GRIN2B
UBC GFI1
UBC EIF3A
UBC TTYH3
UBC ATP1B1
UBC CD151
UBC KCNN4
UBC BSG
UBC RNF103
UBC TSC2
UBC ARHGEF9
UBC MED15
UBC PPARGC1A
UBC LRP6
UBC GPI
UBC CDH1
UBC TRPV4
UBC GABRB3
UBC MAPKAPK5
UBC RNF43
UBC DLGAP4
UBC KLF4
UBC ASAP2
VPS35 PRKAB1
VPS35 UPF1
VPS35 VPS35
NQO1 TP53
NQO1 NQO1
NQO1 DNAJB1
CHP2 SLC9A1
CHP2 MDFI
CHP2 SLC9A2
MYB NCOR1
MYB COX7B
MYB MAPK3
MYB MED15
MYB MAPK13
MYB ZFC3H1
MYB MAPK6
MYB PAIP1
CKAP4 SELENOS
GATA5 PPARG
GATA5 HNF1A
GATA5 MAGED1
GATA5 HPCAL1
GATA5 PLA2G10
MIDN GADD45G
MIDN CMTM4
TMEM63A CREB3
OXSR1 PAK1
OXSR1 SLC12A2
OXSR1 BMPR1B
OXSR1 WNK4
OXSR1 OXSR1
TRIP11 YWHAH
NOL4L CTBP2
TAF5L TSC22D1
TAF5L TAF2
FRZB SMAD1
PDE8A GUCY1A1
PDE8A ADCY6
MT-CO2 HSP90B1
MT-CO2 ATP5F1C
MT-CO2 COA3
MT-CO2 CYC1
MT-CO2 NDUFA1
MT-CO2 UQCR10
MT-CO2 COX5A
MT-CO2 MT-ND1
MT-CO2 MT-CO3
MT-CO2 UQCRC1
MT-CO2 MT-CO1
ATP2A3 CFTR
MAGI3 TGFA
MAGI3 TJP1
MAGI3 GRIN2B
MAGI3 VANGL2
XBP1 TRIP4
XBP1 PCBD2
XBP1 NR0B2
XBP1 XBP1
XBP1 FUBP3
DLG1 KRAS
DLG1 MYO6
DLG1 NET1
DLG1 TGFA
DLG1 CASK
DLG1 GRIN2B
DLG1 KIF13B
DLG1 DLG3
DLG1 CALM2
DLG1 ADGRA3
DLG1 TANC1
DLG1 LRRC1
DLG1 DLG1
DLG1 AKAP5
DLG1 DLGAP4
PMEPA1 HGS
NEK6 GRIN1
NEK6 CTBP2
NEK6 KRT8
NEK6 CCAR2
NEK6 XIAP
NEK6 MCM7
NEK6 TRIP4
NEK6 ERCC6L2
NEK6 EML4
NEK6 MYO1A
NEK6 DDR1
NEK6 MYO1C
NEK6 LNX1
NEK6 KDELR1
NEK6 GCN1
NEK6 CDC37
NEK6 PPP1R16A
NEK6 PICK1
NEK6 TRAF2
NEK6 TEPSIN
NEK6 HOOK2
NEK6 COG6
NEK6 BEND7
NEK6 CCDC120
NEK6 SH3RF2
NEK6 HOXB6
NEK6 PRDM16
NEK6 PLEKHA7
NEK6 ZNF587
NEK6 TEX45
MAL2 ARFIP2
MAL2 TPD52
MAL2 CREB3
MAL2 FAM3A
MAL2 CREB3L1
MAL2 GJB1
MAL2 MUC1
MAL2 THAP4
BEST2 EFNA5
BEST2 MALL
BEST2 CYB561
BEST2 FXYD3
BEST2 CLDN10
EDN1 JUN
EDN1 EDN1
EDN1 ADM
ELF3 JUN
ELF3 ERBB2
ELF3 CALR
ELF3 PAK1
ELF3 AKAP9
ELF3 SPG7
ELF3 P4HB
PCSK5 PRKCZ
PCSK5 TRAF4
PCSK5 MDFI
PCSK5 USP54
PCSK5 HOXB9
POC5 KIAA0753
POC5 CALM2
AURKA TP53
AURKA HDAC6
AURKA PAK1
AURKA NME1
AURKA AURKA
AURKA MAPK6
AURKA OTUD7B
AURKA NSD2
AURKA MAP2K3
AURKA PARD3
AURKA FABP5
DMBT1 PARD6B
DMBT1 CDK5RAP3
REP15 EVI5
GOT2 PCK2
GOT2 DDC
GOT2 MPST
GOT2 ASRGL1
GOT2 UEVLD
GLYR1 FHL2
GLYR1 CCNC
PCGF3 CBX4
PCGF3 CBX8
MIER3 HDAC1
STX1A DAPK3
STX1A KIF5B
STX1A CDC37
STX1A CFTR
STX1A SYTL4
STX1A STX3
STX1A UNC13B
STX1A STX1A
STX1A SEC22B
STX1A DAPK2
STX1A SYT7
STX1A SYP
STX1A SYBU
STX1A MALL
STX1A CXCL16
STX1A AQP3
STX1A SNORC
STX1A TMEM222
STX1A PLPP6
CEACAM6 HGS
CEACAM6 WWOX
CEACAM6 CIB1
CEACAM6 PITX1
CEACAM6 CEACAM1
CEACAM6 CEACAM6
CRYM CDC37
INO80C TCF3
INO80C SAT1
MRPL23 MRPS35
MRPL23 MRPL12
MRPL23 MRPL42
MRPL23 MRPL2
MRPL23 MRPL13
MRPL23 MRPL30
LSR KRAS
LSR SFN
LSR YWHAH
PFKFB2 AKT1
PFKFB2 PRKAA2
PFKFB2 PRKCA
